21.02.2023 11:25:23, Vzdalenost:  189cm
21.02.2023 11:25:24, Vzdalenost:  50cm
21.02.2023 11:25:25, Vzdalenost:  101cm
21.02.2023 11:25:26, Vzdalenost:  51cm
21.02.2023 11:25:27, Vzdalenost:  101cm
